eqpid,description,locationid,status,eqptype,isparent,ischild,parenteqpid,batchidprefix
SLABEL01,Dummy CR3 (Label),SDICING,AVAIL,SDLABEL,0,0, ,SLABEL01
SMAN2,Singapore packing process,SPACK,AVAIL,SPACKMAN,0,0, ,SMAN2
SMOVE01,Transit to Next Stage,SPHOTO,AVAIL,SDUMSTEP,0,0, ,SMOVE01
SMOVE02,Dummy machine (UV curing),STEST,AVAIL,SUVCURE,0,0, ,SMOVE02
SMOVE03,Dummy machine (Reel Wafer ID),STEST,AVAIL,SDUMSTEP,0,0, ,SMOVE03
SMOVE04,Dummy step for PS lot,SPACK,AVAIL,SDUMSTEP,0,0, ,SMOVE04
SMOVE05,Dummy Step for Tool Selection,SSOLDER,AVAIL,SDUMSTEP,0,0, ,SMOVE05
SMOVE06,Dummy eqpt to scrap reject lot,STEST,AVAIL,SDUMSTEP,0,0, , 
SMOVEC1,Dummy machine Lot to Chai Chee,SDICING,AVAIL,SDUMSTEP,0,0, ,SMOVEC1
SMOVEC2,Dummy Tool to ChaiChee (Wafer),SDICING,AVAIL,SDUMSTEP,0,0, ,SMOVEC2
